"","part.x","term","rank.x","part.y","rank.y"
"1",1,"mulder",1,0.843971631205674,5
"2",1,"sculli",2,0.985815602836879,1
"3",0.95,"fox",3,0.808510638297872,6
"4",0.916666666666667,"dana",4,0.929078014184397,3
"5",0.916666666666667,"find",5,0.943262411347518,2
"6",0.866666666666667,"meanwhil",6,0.673758865248227,11
"7",0.866666666666667,"tell",7,0.74468085106383,9
"8",0.783333333333333,"agent",8,0.872340425531915,4
"9",0.783333333333333,"kill",9,0.780141843971631,7
"10",0.766666666666667,"david",10,0.666666666666667,12
"11",0.766666666666667,"duchovni",11,0.645390070921986,15
"12",0.766666666666667,"man",12,0.602836879432624,18
"13",0.766666666666667,"skinner",13,0.191489361702128,193
"14",0.75,"believ",14,0.709219858156028,10
"15",0.75,"later",15,0.74468085106383,8
"16",0.75,"meet",16,0.553191489361702,26
"17",0.733333333333333,"alien",17,0.106382978723404,381
"18",0.733333333333333,"arriv",18,0.631205673758865,16
"19",0.716666666666667,"fbi",19,0.48936170212766,34
"20",0.716666666666667,"walter",20,0.205673758865248,176
"21",0.683333333333333,"leav",21,0.588652482269504,22
"22",0.666666666666667,"reveal",22,0.560283687943262,25
"23",0.616666666666667,"return",23,0.50354609929078,31
"24",0.6,"investig",24,0.595744680851064,20
"25",0.6,"one",25,0.652482269503546,13
"26",0.583333333333333,"visit",26,0.468085106382979,41
"27",0.566666666666667,"call",27,0.588652482269504,21
"28",0.566666666666667,"inform",28,0.333333333333333,82
"29",0.566666666666667,"see",29,0.624113475177305,17
"30",0.55,"claim",30,0.50354609929078,30
"31",0.55,"howev",31,0.595744680851064,19
"32",0.55,"two",32,0.588652482269504,23
"33",0.55,"work",33,0.368794326241135,72
"34",0.533333333333333,"take",34,0.524822695035461,28
"35",0.516666666666667,"abduct",35,0.120567375886525,335
"36",0.516666666666667,"die",36,0.468085106382979,40
"37",0.516666666666667,"head",37,0.432624113475177,50
"38",0.5,"apart",38,0.283687943262411,98
"39",0.5,"back",39,0.546099290780142,27
"40",0.5,"discov",40,0.574468085106383,24
"41",0.5,"learn",41,0.347517730496454,75
"42",0.5,"offic",42,0.290780141843972,96
"43",0.5,"smoke",43,0.099290780141844,439
"44",0.483333333333333,"bodi",44,0.645390070921986,14
"45",0.483333333333333,"escap",45,0.382978723404255,65
"46",0.466666666666667,"hospit",46,0.340425531914894,79
"47",0.466666666666667,"room",47,0.397163120567376,59
"48",0.466666666666667,"show",48,0.411347517730496,57
"49",0.45,"found",49,0.432624113475177,49
"50",0.45,"use",50,0.382978723404255,67
"51",0.433333333333333,"can",51,0.319148936170213,86
"52",0.433333333333333,"insid",52,0.425531914893617,53
"53",0.433333333333333,"order",53,0.24822695035461,132
"54",0.433333333333333,"realiz",54,0.439716312056738,47
"55",0.416666666666667,"also",55,0.49645390070922,32
"56",0.416666666666667,"help",56,0.382978723404255,66
"57",0.416666666666667,"william",57,0.0567375886524823,786
"58",0.4,"appear",58,0.446808510638298,44
"59",0.4,"confront",59,0.333333333333333,81
"60",0.4,"dead",60,0.453900709219858,43
"61",0.4,"give",61,0.290780141843972,95
"62",0.4,"report",62,0.219858156028369,157
"63",0.383333333333333,"assist",63,0.163120567375887,235
"64",0.383333333333333,"attempt",64,0.432624113475177,48
"65",0.383333333333333,"car",65,0.468085106382979,39
"66",0.383333333333333,"goe",66,0.404255319148936,58
"67",0.383333333333333,"krycek",67,0.00709219858156028,4255
"68",0.366666666666667,"alex",68,0.0212765957446809,1462
"69",0.366666666666667,"contain",69,0.191489361702128,188
"70",0.366666666666667,"home",70,0.48936170212766,35
"71",0.366666666666667,"john",71,0.26241134751773,115
"72",0.366666666666667,"men",72,0.24822695035461,131
"73",0.366666666666667,"search",73,0.297872340425532,93
"74",0.366666666666667,"time",74,0.397163120567376,60
"75",0.366666666666667,"tri",75,0.524822695035461,29
"76",0.35,"come",76,0.418439716312057,55
"77",0.35,"director",77,0.0921985815602837,446
"78",0.35,"forc",78,0.319148936170213,88
"79",0.35,"gunmen",79,0.0638297872340425,655
"80",0.35,"lone",80,0.0780141843971631,524
"81",0.35,"look",81,0.425531914893617,54
"82",0.35,"sister",82,0.120567375886525,353
"83",0.35,"turn",83,0.397163120567376,61
"84",0.35,"xfile",84,0.234042553191489,148
"85",0.333333333333333,"attack",85,0.468085106382979,38
"86",0.333333333333333,"case",86,0.48936170212766,33
"87",0.333333333333333,"continu",87,0.120567375886525,339
"88",0.333333333333333,"doctor",88,0.134751773049645,302
"89",0.333333333333333,"episod",89,0.177304964539007,209
"90",0.333333333333333,"get",90,0.418439716312057,56
"91",0.333333333333333,"life",91,0.212765957446809,167
"92",0.333333333333333,"miss",92,0.25531914893617,124
"93",0.333333333333333,"previous",93,0.156028368794326,252
"94",0.333333333333333,"refus",94,0.205673758865248,175
"95",0.333333333333333,"run",95,0.276595744680851,105
"96",0.333333333333333,"track",96,0.191489361702128,195
"97",0.333333333333333,"want",97,0.234042553191489,147
"98",0.316666666666667,"ask",98,0.439716312056738,46
"99",0.316666666666667,"black",99,0.0780141843971631,512
"100",0.316666666666667,"caus",100,0.382978723404255,64
"101",0.316666666666667,"day",101,0.347517730496454,74
"102",0.316666666666667,"death",102,0.446808510638298,45
"103",0.316666666666667,"instead",103,0.198581560283688,183
"104",0.316666666666667,"know",104,0.219858156028369,155
"105",0.316666666666667,"mysteri",105,0.26241134751773,116
"106",0.316666666666667,"now",106,0.212765957446809,168
"107",0.316666666666667,"receiv",107,0.212765957446809,169
"108",0.316666666666667,"seem",108,0.283687943262411,101
"109",0.316666666666667,"soon",109,0.290780141843972,97
"110",0.3,"abl",110,0.212765957446809,160
"111",0.3,"anoth",111,0.453900709219858,42
"112",0.3,"destroy",112,0.148936170212766,265
"113",0.3,"experi",113,0.212765957446809,163
"114",0.3,"father",114,0.234042553191489,142
"115",0.3,"headquart",115,0.0709219858156028,578
